patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
3644,Group_0_Name_11,[ 23328 140000],23328,140000,6700,50176,43476
3645,Group_0_Name_11,[ 23328 140224],23328,140224,16852,50176,33324
3648,Group_0_Name_10,[ 23328 140896],23328,140896,5663,50176,44513
3649,Group_0_Name_10,[ 23328 141120],23328,141120,28310,50176,21866
3827,Group_0_Name_11,[ 23552 140000],23552,140000,24913,50176,25263
3828,Group_0_Name_11,[ 23552 140224],23552,140224,49632,50176,544
3829,Group_0_Name_11,[ 23552 140448],23552,140448,11939,50176,38237
3831,Group_0_Name_10,[ 23552 140896],23552,140896,20814,50176,29362
3832,Group_0_Name_10,[ 23552 141120],23552,141120,50058,50176,118
3833,Group_0_Name_10,[ 23552 141344],23552,141344,17108,50176,33068
4011,Group_0_Name_11,[ 23776 140000],23776,140000,36841,50176,13335
4012,Group_0_Name_11,[ 23776 140224],23776,140224,50176,50176,0
4013,Group_0_Name_11,[ 23776 140448],23776,140448,13083,50176,37093
4015,Group_0_Name_10,[ 23776 140896],23776,140896,28030,50176,22146
4016,Group_0_Name_10,[ 23776 141120],23776,141120,50176,50176,0
4017,Group_0_Name_10,[ 23776 141344],23776,141344,33681,50176,16495
4187,Group_0_Name_11,[ 24000 139776],24000,139776,3898,50176,46278
4188,Group_0_Name_11,[ 24000 140000],24000,140000,48602,50176,1574
4189,Group_0_Name_11,[ 24000 140224],24000,140224,44609,50176,5567
4190,Group_0_Name_11,[ 24000 140448],24000,140448,268,50176,49908
4192,Group_0_Name_10,[ 24000 140896],24000,140896,32424,50176,17752
4193,Group_0_Name_10,[ 24000 141120],24000,141120,48912,50176,1264
4194,Group_0_Name_10,[ 24000 141344],24000,141344,7209,50176,42967
4357,Group_0_Name_11,[ 24224 139776],24224,139776,9867,50176,40309
4358,Group_0_Name_11,[ 24224 140000],24224,140000,39536,50176,10640
4359,Group_0_Name_11,[ 24224 140224],24224,140224,15590,50176,34586
4362,Group_0_Name_10,[ 24224 140896],24224,140896,8287,50176,41889
4363,Group_0_Name_10,[ 24224 141120],24224,141120,16927,50176,33249
23499,Group_0_Name_16,[ 24160 101888],24160,101888,10755,50176,39421
23500,Group_0_Name_16,[ 24160 102112],24160,102112,43992,50176,6184
23501,Group_0_Name_16,[ 24160 102336],24160,102336,36498,50176,13678
23528,Group_0_Name_16,[ 24384 101888],24384,101888,39646,50176,10530
23529,Group_0_Name_16,[ 24384 102112],24384,102112,50176,50176,0
23530,Group_0_Name_16,[ 24384 102336],24384,102336,43453,50176,6723
23558,Group_0_Name_16,[ 24608 101888],24608,101888,46771,50176,3405
23559,Group_0_Name_16,[ 24608 102112],24608,102112,50176,50176,0
23560,Group_0_Name_16,[ 24608 102336],24608,102336,24074,50176,26102
23590,Group_0_Name_16,[ 24832 101664],24832,101664,2854,50176,47322
23591,Group_0_Name_16,[ 24832 101888],24832,101888,46234,50176,3942
23592,Group_0_Name_16,[ 24832 102112],24832,102112,49897,50176,279
23593,Group_0_Name_16,[ 24832 102336],24832,102336,6857,50176,43319
23621,Group_0_Name_16,[ 25056 101440],25056,101440,1962,50176,48214
23622,Group_0_Name_16,[ 25056 101664],25056,101664,34486,50176,15690
23623,Group_0_Name_16,[ 25056 101888],25056,101888,46492,50176,3684
23624,Group_0_Name_16,[ 25056 102112],25056,102112,37104,50176,13072
23652,Group_0_Name_16,[ 25280 101216],25280,101216,2,50176,50174
23653,Group_0_Name_16,[ 25280 101440],25280,101440,26738,50176,23438
23654,Group_0_Name_16,[ 25280 101664],25280,101664,50176,50176,0
23655,Group_0_Name_16,[ 25280 101888],25280,101888,50023,50176,153
23656,Group_0_Name_16,[ 25280 102112],25280,102112,12646,50176,37530
23685,Group_0_Name_16,[ 25504 101216],25504,101216,10085,50176,40091
23686,Group_0_Name_16,[ 25504 101440],25504,101440,50176,50176,0
23687,Group_0_Name_16,[ 25504 101664],25504,101664,50176,50176,0
23688,Group_0_Name_16,[ 25504 101888],25504,101888,31555,50176,18621
23717,Group_0_Name_16,[ 25728 101216],25728,101216,22315,50176,27861
23718,Group_0_Name_16,[ 25728 101440],25728,101440,50176,50176,0
23719,Group_0_Name_16,[ 25728 101664],25728,101664,50176,50176,0
23720,Group_0_Name_16,[ 25728 101888],25728,101888,9176,50176,41000
23745,Group_0_Name_16,[ 25952 100992],25952,100992,266,50176,49910
23746,Group_0_Name_16,[ 25952 101216],25952,101216,42147,50176,8029
23747,Group_0_Name_16,[ 25952 101440],25952,101440,50176,50176,0
23748,Group_0_Name_16,[ 25952 101664],25952,101664,44368,50176,5808
23749,Group_0_Name_16,[ 25952 101888],25952,101888,322,50176,49854
23774,Group_0_Name_16,[ 26176 100992],26176,100992,244,50176,49932
23775,Group_0_Name_16,[ 26176 101216],26176,101216,47906,50176,2270
23776,Group_0_Name_16,[ 26176 101440],26176,101440,50176,50176,0
23777,Group_0_Name_16,[ 26176 101664],26176,101664,19067,50176,31109
23805,Group_0_Name_16,[ 26400 101216],26400,101216,42018,50176,8158
23806,Group_0_Name_16,[ 26400 101440],26400,101440,35404,50176,14772
23831,Group_0_Name_16,[ 26624 101216],26624,101216,23556,50176,26620
23832,Group_0_Name_16,[ 26624 101440],26624,101440,6671,50176,43505
28735,Group_0_Name_9,[ 69696 105952],69696,105952,4800,50176,45376
28736,Group_0_Name_9,[ 69696 106176],69696,106176,21477,50176,28699
28737,Group_0_Name_9,[ 69696 106400],69696,106400,23547,50176,26629
28901,Group_0_Name_9,[ 69920 105280],69920,105280,370,50176,49806
28902,Group_0_Name_9,[ 69920 105504],69920,105504,16320,50176,33856
28903,Group_0_Name_9,[ 69920 105728],69920,105728,35312,50176,14864
28904,Group_0_Name_9,[ 69920 105952],69920,105952,48778,50176,1398
28905,Group_0_Name_9,[ 69920 106176],69920,106176,50176,50176,0
28906,Group_0_Name_9,[ 69920 106400],69920,106400,43480,50176,6696
29080,Group_0_Name_9,[ 70144 105056],70144,105056,6963,50176,43213
29081,Group_0_Name_9,[ 70144 105280],70144,105280,38853,50176,11323
29082,Group_0_Name_9,[ 70144 105504],70144,105504,50176,50176,0
29083,Group_0_Name_9,[ 70144 105728],70144,105728,50176,50176,0
29084,Group_0_Name_9,[ 70144 105952],70144,105952,50176,50176,0
29085,Group_0_Name_9,[ 70144 106176],70144,106176,50176,50176,0
29086,Group_0_Name_9,[ 70144 106400],70144,106400,36762,50176,13414
29292,Group_0_Name_9,[ 70368 104832],70368,104832,9501,50176,40675
29293,Group_0_Name_9,[ 70368 105056],70368,105056,46604,50176,3572
29294,Group_0_Name_9,[ 70368 105280],70368,105280,50176,50176,0
29295,Group_0_Name_9,[ 70368 105504],70368,105504,50176,50176,0
29296,Group_0_Name_9,[ 70368 105728],70368,105728,50176,50176,0
29297,Group_0_Name_9,[ 70368 105952],70368,105952,50176,50176,0
29298,Group_0_Name_9,[ 70368 106176],70368,106176,50176,50176,0
29299,Group_0_Name_9,[ 70368 106400],70368,106400,46927,50176,3249
29300,Group_0_Name_9,[ 70368 106624],70368,106624,4170,50176,46006
29526,Group_0_Name_9,[ 70592 104832],70592,104832,38586,50176,11590
29527,Group_0_Name_9,[ 70592 105056],70592,105056,50176,50176,0
29528,Group_0_Name_9,[ 70592 105280],70592,105280,50176,50176,0
29529,Group_0_Name_9,[ 70592 105504],70592,105504,50176,50176,0
29530,Group_0_Name_9,[ 70592 105728],70592,105728,50176,50176,0
29531,Group_0_Name_9,[ 70592 105952],70592,105952,50176,50176,0
29532,Group_0_Name_9,[ 70592 106176],70592,106176,50176,50176,0
29533,Group_0_Name_9,[ 70592 106400],70592,106400,50176,50176,0
29534,Group_0_Name_9,[ 70592 106624],70592,106624,11874,50176,38302
29762,Group_0_Name_9,[ 70816 104608],70816,104608,8429,50176,41747
29763,Group_0_Name_9,[ 70816 104832],70816,104832,50155,50176,21
29764,Group_0_Name_9,[ 70816 105056],70816,105056,50176,50176,0
29765,Group_0_Name_9,[ 70816 105280],70816,105280,50176,50176,0
29766,Group_0_Name_9,[ 70816 105504],70816,105504,50176,50176,0
29767,Group_0_Name_9,[ 70816 105728],70816,105728,50176,50176,0
29768,Group_0_Name_9,[ 70816 105952],70816,105952,50176,50176,0
29769,Group_0_Name_9,[ 70816 106176],70816,106176,50176,50176,0
29770,Group_0_Name_9,[ 70816 106400],70816,106400,50176,50176,0
29771,Group_0_Name_9,[ 70816 106624],70816,106624,6895,50176,43281
30017,Group_0_Name_9,[ 71040 104608],71040,104608,29163,50176,21013
30018,Group_0_Name_9,[ 71040 104832],71040,104832,50176,50176,0
30019,Group_0_Name_9,[ 71040 105056],71040,105056,50176,50176,0
30020,Group_0_Name_9,[ 71040 105280],71040,105280,50176,50176,0
