patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
20952,Group_0_NameAnnotation 0,[41280 41440],41280,41440,12126,50176,38050
20953,Group_0_NameAnnotation 0,[41280 41664],41280,41664,22860,50176,27316
20954,Group_0_NameAnnotation 0,[41280 41888],41280,41888,8332,50176,41844
21065,Group_0_NameAnnotation 0,[41504 41216],41504,41216,825,50176,49351
21066,Group_0_NameAnnotation 0,[41504 41440],41504,41440,24145,50176,26031
21067,Group_0_NameAnnotation 0,[41504 41664],41504,41664,42205,50176,7971
21068,Group_0_NameAnnotation 0,[41504 41888],41504,41888,18991,50176,31185
21177,Group_0_NameAnnotation 0,[41728 41216],41728,41216,34506,50176,15670
21178,Group_0_NameAnnotation 0,[41728 41440],41728,41440,49969,50176,207
21179,Group_0_NameAnnotation 0,[41728 41664],41728,41664,10797,50176,39379
21180,Group_0_NameAnnotation 0,[41728 41888],41728,41888,3210,50176,46966
21289,Group_0_NameAnnotation 0,[41952 41216],41952,41216,36756,50176,13420
21290,Group_0_NameAnnotation 0,[41952 41440],41952,41440,50176,50176,0
21291,Group_0_NameAnnotation 0,[41952 41664],41952,41664,20231,50176,29945
21399,Group_0_NameAnnotation 0,[42176 41216],42176,41216,34544,50176,15632
21400,Group_0_NameAnnotation 0,[42176 41440],42176,41440,50176,50176,0
21401,Group_0_NameAnnotation 0,[42176 41664],42176,41664,35082,50176,15094
21502,Group_0_NameAnnotation 0,[42400 41216],42400,41216,13789,50176,36387
21503,Group_0_NameAnnotation 0,[42400 41440],42400,41440,26486,50176,23690
21504,Group_0_NameAnnotation 0,[42400 41664],42400,41664,4311,50176,45865
