patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
738,Group_1_Name_0,[ 33504 158592],33504,158592,970,50176,49206
739,Group_1_Name_0,[ 33504 158816],33504,158816,6272,50176,43904
791,Group_1_Name_0,[ 33728 158368],33728,158368,1961,50176,48215
792,Group_1_Name_0,[ 33728 158592],33728,158592,37646,50176,12530
793,Group_1_Name_0,[ 33728 158816],33728,158816,49909,50176,267
794,Group_1_Name_0,[ 33728 159040],33728,159040,36612,50176,13564
795,Group_1_Name_0,[ 33728 159264],33728,159264,15100,50176,35076
840,Group_1_Name_0,[ 33952 157248],33952,157248,2267,50176,47909
841,Group_1_Name_0,[ 33952 157472],33952,157472,7754,50176,42422
842,Group_1_Name_0,[ 33952 157696],33952,157696,1888,50176,48288
843,Group_1_Name_0,[ 33952 157920],33952,157920,3503,50176,46673
844,Group_1_Name_0,[ 33952 158144],33952,158144,19422,50176,30754
845,Group_1_Name_0,[ 33952 158368],33952,158368,43946,50176,6230
846,Group_1_Name_0,[ 33952 158592],33952,158592,50176,50176,0
847,Group_1_Name_0,[ 33952 158816],33952,158816,50176,50176,0
848,Group_1_Name_0,[ 33952 159040],33952,159040,50176,50176,0
849,Group_1_Name_0,[ 33952 159264],33952,159264,50161,50176,15
850,Group_1_Name_0,[ 33952 159488],33952,159488,19444,50176,30732
851,Group_1_Name_0,[ 33952 159712],33952,159712,4139,50176,46037
852,Group_1_Name_0,[ 33952 159936],33952,159936,17682,50176,32494
894,Group_1_Name_0,[ 34176 156800],34176,156800,3769,50176,46407
895,Group_1_Name_0,[ 34176 157024],34176,157024,25758,50176,24418
896,Group_1_Name_0,[ 34176 157248],34176,157248,48999,50176,1177
897,Group_1_Name_0,[ 34176 157472],34176,157472,50176,50176,0
898,Group_1_Name_0,[ 34176 157696],34176,157696,49717,50176,459
899,Group_1_Name_0,[ 34176 157920],34176,157920,49498,50176,678
900,Group_1_Name_0,[ 34176 158144],34176,158144,50176,50176,0
901,Group_1_Name_0,[ 34176 158368],34176,158368,50176,50176,0
902,Group_1_Name_0,[ 34176 158592],34176,158592,50176,50176,0
903,Group_1_Name_0,[ 34176 158816],34176,158816,50176,50176,0
904,Group_1_Name_0,[ 34176 159040],34176,159040,50176,50176,0
905,Group_1_Name_0,[ 34176 159264],34176,159264,50176,50176,0
906,Group_1_Name_0,[ 34176 159488],34176,159488,42372,50176,7804
907,Group_1_Name_0,[ 34176 159712],34176,159712,34228,50176,15948
908,Group_1_Name_0,[ 34176 159936],34176,159936,50145,50176,31
909,Group_1_Name_0,[ 34176 160160],34176,160160,33515,50176,16661
910,Group_1_Name_0,[ 34176 160384],34176,160384,4990,50176,45186
946,Group_1_Name_0,[ 34400 155456],34400,155456,13258,50176,36918
947,Group_1_Name_0,[ 34400 155680],34400,155680,25938,50176,24238
948,Group_1_Name_0,[ 34400 155904],34400,155904,29523,50176,20653
949,Group_1_Name_0,[ 34400 156128],34400,156128,32094,50176,18082
950,Group_1_Name_0,[ 34400 156352],34400,156352,32814,50176,17362
951,Group_1_Name_0,[ 34400 156576],34400,156576,39835,50176,10341
952,Group_1_Name_0,[ 34400 156800],34400,156800,49430,50176,746
953,Group_1_Name_0,[ 34400 157024],34400,157024,50176,50176,0
954,Group_1_Name_0,[ 34400 157248],34400,157248,50176,50176,0
955,Group_1_Name_0,[ 34400 157472],34400,157472,50176,50176,0
956,Group_1_Name_0,[ 34400 157696],34400,157696,50176,50176,0
957,Group_1_Name_0,[ 34400 157920],34400,157920,50176,50176,0
958,Group_1_Name_0,[ 34400 158144],34400,158144,50176,50176,0
959,Group_1_Name_0,[ 34400 158368],34400,158368,50176,50176,0
960,Group_1_Name_0,[ 34400 158592],34400,158592,50176,50176,0
961,Group_1_Name_0,[ 34400 158816],34400,158816,50176,50176,0
962,Group_1_Name_0,[ 34400 159040],34400,159040,50176,50176,0
963,Group_1_Name_0,[ 34400 159264],34400,159264,50176,50176,0
964,Group_1_Name_0,[ 34400 159488],34400,159488,50176,50176,0
965,Group_1_Name_0,[ 34400 159712],34400,159712,50176,50176,0
966,Group_1_Name_0,[ 34400 159936],34400,159936,50176,50176,0
