patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
20119,Group_0_NameTumor1,[30080 30272],30080,30272,316,50176,49860
20120,Group_0_NameTumor1,[30080 30496],30080,30496,15404,50176,34772
20121,Group_0_NameTumor1,[30080 30720],30080,30720,68,50176,50108
20123,Group_0_NameTumor1,[30080 31168],30080,31168,3262,50176,46914
20382,Group_0_NameTumor1,[30304 29152],30304,29152,25,50176,50151
20383,Group_0_NameTumor1,[30304 29376],30304,29376,11497,50176,38679
20384,Group_0_NameTumor1,[30304 29600],30304,29600,13283,50176,36893
20385,Group_0_NameTumor1,[30304 29824],30304,29824,40658,50176,9518
20386,Group_0_NameTumor1,[30304 30048],30304,30048,8875,50176,41301
20387,Group_0_NameTumor1,[30304 30272],30304,30272,24852,50176,25324
20388,Group_0_NameTumor1,[30304 30496],30304,30496,41941,50176,8235
20389,Group_0_NameTumor1,[30304 30720],30304,30720,7630,50176,42546
20390,Group_0_NameTumor1,[30304 30944],30304,30944,31921,50176,18255
20391,Group_0_NameTumor1,[30304 31168],30304,31168,29941,50176,20235
20392,Group_0_NameTumor1,[30304 31392],30304,31392,1096,50176,49080
20393,Group_0_NameTumor1,[30304 31616],30304,31616,11151,50176,39025
20394,Group_0_NameTumor1,[30304 31840],30304,31840,5892,50176,44284
20395,Group_0_NameTumor1,[30304 32064],30304,32064,3088,50176,47088
20396,Group_0_NameTumor1,[30304 32288],30304,32288,6358,50176,43818
20397,Group_0_NameTumor1,[30304 32512],30304,32512,8616,50176,41560
20398,Group_0_NameTumor1,[30304 32736],30304,32736,4123,50176,46053
20404,Group_0_NameTumor1,[30304 34080],30304,34080,65,50176,50111
20405,Group_0_NameTumor1,[30304 34304],30304,34304,4751,50176,45425
20649,Group_0_NameTumor1,[30528 28928],30528,28928,885,50176,49291
20650,Group_0_NameTumor1,[30528 29152],30528,29152,28562,50176,21614
20651,Group_0_NameTumor1,[30528 29376],30528,29376,49212,50176,964
20652,Group_0_NameTumor1,[30528 29600],30528,29600,21833,50176,28343
20653,Group_0_NameTumor1,[30528 29824],30528,29824,46428,50176,3748
20654,Group_0_NameTumor1,[30528 30048],30528,30048,47665,50176,2511
20655,Group_0_NameTumor1,[30528 30272],30528,30272,50176,50176,0
20656,Group_0_NameTumor1,[30528 30496],30528,30496,50176,50176,0
20657,Group_0_NameTumor1,[30528 30720],30528,30720,50136,50176,40
20658,Group_0_NameTumor1,[30528 30944],30528,30944,40422,50176,9754
20659,Group_0_NameTumor1,[30528 31168],30528,31168,32575,50176,17601
