patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
23688,Group_0_Name_0,[ 53088 112192],53088,112192,12028,50176,38148
23689,Group_0_Name_0,[ 53088 112416],53088,112416,3867,50176,46309
23806,Group_0_Name_0,[ 53312 112192],53312,112192,18580,50176,31596
23807,Group_0_Name_0,[ 53312 112416],53312,112416,27137,50176,23039
23837,Group_0_Name_4,[ 53312 120032],53312,120032,1482,50176,48694
23922,Group_0_Name_0,[ 53536 111968],53536,111968,8130,50176,42046
23923,Group_0_Name_0,[ 53536 112192],53536,112192,14866,50176,35310
23924,Group_0_Name_0,[ 53536 112416],53536,112416,35968,50176,14208
23951,Group_0_Name_4,[ 53536 119360],53536,119360,2756,50176,47420
23952,Group_0_Name_4,[ 53536 119584],53536,119584,24677,50176,25499
23953,Group_0_Name_4,[ 53536 119808],53536,119808,44286,50176,5890
23954,Group_0_Name_4,[ 53536 120032],53536,120032,47440,50176,2736
23955,Group_0_Name_4,[ 53536 120256],53536,120256,1767,50176,48409
24035,Group_0_Name_0,[ 53760 111744],53760,111744,27796,50176,22380
24036,Group_0_Name_0,[ 53760 111968],53760,111968,49758,50176,418
24037,Group_0_Name_0,[ 53760 112192],53760,112192,50176,50176,0
24038,Group_0_Name_0,[ 53760 112416],53760,112416,49579,50176,597
24039,Group_0_Name_0,[ 53760 112640],53760,112640,31155,50176,19021
24040,Group_0_Name_0,[ 53760 112864],53760,112864,2864,50176,47312
24065,Group_0_Name_4,[ 53760 119360],53760,119360,37284,50176,12892
24066,Group_0_Name_4,[ 53760 119584],53760,119584,50176,50176,0
24067,Group_0_Name_4,[ 53760 119808],53760,119808,50176,50176,0
24068,Group_0_Name_4,[ 53760 120032],53760,120032,28906,50176,21270
24069,Group_0_Name_4,[ 53760 120256],53760,120256,1064,50176,49112
24149,Group_0_Name_0,[ 53984 111520],53984,111520,3183,50176,46993
24150,Group_0_Name_0,[ 53984 111744],53984,111744,49788,50176,388
24151,Group_0_Name_0,[ 53984 111968],53984,111968,50176,50176,0
24152,Group_0_Name_0,[ 53984 112192],53984,112192,50176,50176,0
24153,Group_0_Name_0,[ 53984 112416],53984,112416,50176,50176,0
24154,Group_0_Name_0,[ 53984 112640],53984,112640,50176,50176,0
24155,Group_0_Name_0,[ 53984 112864],53984,112864,34594,50176,15582
24180,Group_0_Name_4,[ 53984 119136],53984,119136,17189,50176,32987
24181,Group_0_Name_4,[ 53984 119360],53984,119360,42099,50176,8077
24182,Group_0_Name_4,[ 53984 119584],53984,119584,50176,50176,0
24183,Group_0_Name_4,[ 53984 119808],53984,119808,11036,50176,39140
24184,Group_0_Name_4,[ 53984 120032],53984,120032,167,50176,50009
24270,Group_0_Name_0,[ 54208 111520],54208,111520,385,50176,49791
24271,Group_0_Name_0,[ 54208 111744],54208,111744,39187,50176,10989
24272,Group_0_Name_0,[ 54208 111968],54208,111968,50176,50176,0
24273,Group_0_Name_0,[ 54208 112192],54208,112192,50176,50176,0
24274,Group_0_Name_0,[ 54208 112416],54208,112416,50176,50176,0
24275,Group_0_Name_0,[ 54208 112640],54208,112640,50176,50176,0
24276,Group_0_Name_0,[ 54208 112864],54208,112864,39155,50176,11021
24300,Group_0_Name_4,[ 54208 118912],54208,118912,186,50176,49990
24301,Group_0_Name_4,[ 54208 119136],54208,119136,43607,50176,6569
24302,Group_0_Name_4,[ 54208 119360],54208,119360,50176,50176,0
24303,Group_0_Name_4,[ 54208 119584],54208,119584,50176,50176,0
24304,Group_0_Name_4,[ 54208 119808],54208,119808,40204,50176,9972
24305,Group_0_Name_4,[ 54208 120032],54208,120032,17370,50176,32806
24306,Group_0_Name_4,[ 54208 120256],54208,120256,1423,50176,48753
24388,Group_0_Name_0,[ 54432 111744],54432,111744,4389,50176,45787
24389,Group_0_Name_0,[ 54432 111968],54432,111968,46696,50176,3480
24390,Group_0_Name_0,[ 54432 112192],54432,112192,50176,50176,0
24391,Group_0_Name_0,[ 54432 112416],54432,112416,50176,50176,0
24392,Group_0_Name_0,[ 54432 112640],54432,112640,50176,50176,0
24393,Group_0_Name_0,[ 54432 112864],54432,112864,26774,50176,23402
24418,Group_0_Name_4,[ 54432 119136],54432,119136,526,50176,49650
24419,Group_0_Name_4,[ 54432 119360],54432,119360,49344,50176,832
24419,Group_2_Name_22,[ 54432 119360],54432,119360,4390,50176,45786
24420,Group_0_Name_4,[ 54432 119584],54432,119584,50176,50176,0
24420,Group_2_Name_22,[ 54432 119584],54432,119584,8142,50176,42034
24421,Group_0_Name_4,[ 54432 119808],54432,119808,50176,50176,0
24422,Group_0_Name_4,[ 54432 120032],54432,120032,50176,50176,0
24423,Group_0_Name_4,[ 54432 120256],54432,120256,38397,50176,11779
24424,Group_0_Name_4,[ 54432 120480],54432,120480,40382,50176,9794
24425,Group_0_Name_4,[ 54432 120704],54432,120704,10587,50176,39589
24426,Group_0_Name_4,[ 54432 120928],54432,120928,223,50176,49953
24506,Group_0_Name_0,[ 54656 111968],54656,111968,8915,50176,41261
24507,Group_0_Name_0,[ 54656 112192],54656,112192,31216,50176,18960
24508,Group_0_Name_0,[ 54656 112416],54656,112416,50020,50176,156
24509,Group_0_Name_0,[ 54656 112640],54656,112640,34651,50176,15525
24510,Group_0_Name_0,[ 54656 112864],54656,112864,3222,50176,46954
24536,Group_0_Name_4,[ 54656 119360],54656,119360,45318,50176,4858
24536,Group_2_Name_22,[ 54656 119360],54656,119360,702,50176,49474
24537,Group_0_Name_4,[ 54656 119584],54656,119584,50176,50176,0
24537,Group_2_Name_22,[ 54656 119584],54656,119584,12948,50176,37228
24538,Group_0_Name_4,[ 54656 119808],54656,119808,50176,50176,0
24538,Group_2_Name_22,[ 54656 119808],54656,119808,16395,50176,33781
24539,Group_0_Name_4,[ 54656 120032],54656,120032,50176,50176,0
24539,Group_2_Name_22,[ 54656 120032],54656,120032,168,50176,50008
