patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
15018,Group_0_NameTumor1,[25760 60640],25760,60640,12078,50176,38098
15019,Group_0_NameTumor1,[25760 60864],25760,60864,39565,50176,10611
15020,Group_0_NameTumor1,[25760 61088],25760,61088,44143,50176,6033
15021,Group_0_NameTumor1,[25760 61312],25760,61312,11993,50176,38183
15247,Group_0_NameTumor1,[25984 59520],25984,59520,15195,50176,34981
15248,Group_0_NameTumor1,[25984 59744],25984,59744,19740,50176,30436
15249,Group_0_NameTumor1,[25984 59968],25984,59968,15008,50176,35168
15250,Group_0_NameTumor1,[25984 60192],25984,60192,2173,50176,48003
15251,Group_0_NameTumor1,[25984 60416],25984,60416,458,50176,49718
15252,Group_0_NameTumor1,[25984 60640],25984,60640,44972,50176,5204
15253,Group_0_NameTumor1,[25984 60864],25984,60864,50176,50176,0
15254,Group_0_NameTumor1,[25984 61088],25984,61088,50176,50176,0
15255,Group_0_NameTumor1,[25984 61312],25984,61312,44243,50176,5933
15256,Group_0_NameTumor1,[25984 61536],25984,61536,863,50176,49313
15483,Group_0_NameTumor1,[26208 59296],26208,59296,1079,50176,49097
15483,Group_2_NameAnnotation 4,[26208 59296],26208,59296,8439,50176,41737
15484,Group_0_NameTumor1,[26208 59520],26208,59520,49617,50176,559
15484,Group_2_NameAnnotation 4,[26208 59520],26208,59520,2676,50176,47500
15485,Group_0_NameTumor1,[26208 59744],26208,59744,48522,50176,1654
15486,Group_0_NameTumor1,[26208 59968],26208,59968,48783,50176,1393
15487,Group_0_NameTumor1,[26208 60192],26208,60192,29339,50176,20837
15488,Group_0_NameTumor1,[26208 60416],26208,60416,25042,50176,25134
15489,Group_0_NameTumor1,[26208 60640],26208,60640,50176,50176,0
15490,Group_0_NameTumor1,[26208 60864],26208,60864,50176,50176,0
15491,Group_0_NameTumor1,[26208 61088],26208,61088,50176,50176,0
15492,Group_0_NameTumor1,[26208 61312],26208,61312,50176,50176,0
15493,Group_0_NameTumor1,[26208 61536],26208,61536,7617,50176,42559
15722,Group_0_NameTumor1,[26432 59296],26432,59296,5222,50176,44954
15722,Group_2_NameAnnotation 4,[26432 59296],26432,59296,8329,50176,41847
15723,Group_0_NameTumor1,[26432 59520],26432,59520,50176,50176,0
15723,Group_2_NameAnnotation 4,[26432 59520],26432,59520,9708,50176,40468
15724,Group_0_NameTumor1,[26432 59744],26432,59744,50176,50176,0
15725,Group_0_NameTumor1,[26432 59968],26432,59968,50176,50176,0
15726,Group_0_NameTumor1,[26432 60192],26432,60192,50176,50176,0
15727,Group_0_NameTumor1,[26432 60416],26432,60416,35068,50176,15108
15728,Group_0_NameTumor1,[26432 60640],26432,60640,50176,50176,0
15729,Group_0_NameTumor1,[26432 60864],26432,60864,50176,50176,0
15730,Group_0_NameTumor1,[26432 61088],26432,61088,50176,50176,0
15731,Group_0_NameTumor1,[26432 61312],26432,61312,47054,50176,3122
15732,Group_0_NameTumor1,[26432 61536],26432,61536,3971,50176,46205
15959,Group_0_NameTumor1,[26656 59296],26656,59296,16669,50176,33507
15959,Group_2_NameAnnotation 4,[26656 59296],26656,59296,760,50176,49416
15960,Group_0_NameTumor1,[26656 59520],26656,59520,50176,50176,0
15960,Group_2_NameAnnotation 4,[26656 59520],26656,59520,14052,50176,36124
15961,Group_0_NameTumor1,[26656 59744],26656,59744,50176,50176,0
15962,Group_0_NameTumor1,[26656 59968],26656,59968,50176,50176,0
15963,Group_0_NameTumor1,[26656 60192],26656,60192,50176,50176,0
15964,Group_0_NameTumor1,[26656 60416],26656,60416,35609,50176,14567
15965,Group_0_NameTumor1,[26656 60640],26656,60640,43463,50176,6713
15966,Group_0_NameTumor1,[26656 60864],26656,60864,50176,50176,0
15967,Group_0_NameTumor1,[26656 61088],26656,61088,50169,50176,7
15968,Group_0_NameTumor1,[26656 61312],26656,61312,37909,50176,12267
15969,Group_0_NameTumor1,[26656 61536],26656,61536,22814,50176,27362
16193,Group_0_NameTumor1,[26880 59296],26880,59296,32484,50176,17692
16194,Group_0_NameTumor1,[26880 59520],26880,59520,50176,50176,0
16194,Group_2_NameAnnotation 4,[26880 59520],26880,59520,17312,50176,32864
16195,Group_0_NameTumor1,[26880 59744],26880,59744,50176,50176,0
16196,Group_0_NameTumor1,[26880 59968],26880,59968,50176,50176,0
16197,Group_0_NameTumor1,[26880 60192],26880,60192,50176,50176,0
16198,Group_0_NameTumor1,[26880 60416],26880,60416,50176,50176,0
16199,Group_0_NameTumor1,[26880 60640],26880,60640,36621,50176,13555
16200,Group_0_NameTumor1,[26880 60864],26880,60864,25044,50176,25132
16201,Group_0_NameTumor1,[26880 61088],26880,61088,37988,50176,12188
16202,Group_0_NameTumor1,[26880 61312],26880,61312,50112,50176,64
