patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
3961,Group_0_Name_3,[ 55392 168832],55392,168832,4210,50176,45966
3962,Group_0_Name_3,[ 55392 169056],55392,169056,36932,50176,13244
3963,Group_0_Name_3,[ 55392 169280],55392,169280,40806,50176,9370
3964,Group_0_Name_3,[ 55392 169504],55392,169504,3415,50176,46761
3964,Group_0_Name_4,[ 55392 169504],55392,169504,3861,50176,46315
3965,Group_0_Name_4,[ 55392 169728],55392,169728,3095,50176,47081
4072,Group_0_Name_3,[ 55616 168832],55616,168832,27562,50176,22614
4073,Group_0_Name_3,[ 55616 169056],55616,169056,50176,50176,0
4074,Group_0_Name_3,[ 55616 169280],55616,169280,50176,50176,0
4075,Group_0_Name_3,[ 55616 169504],55616,169504,20312,50176,29864
4075,Group_0_Name_4,[ 55616 169504],55616,169504,2519,50176,47657
4076,Group_0_Name_4,[ 55616 169728],55616,169728,16628,50176,33548
4181,Group_0_Name_3,[ 55840 168832],55840,168832,28643,50176,21533
4182,Group_0_Name_3,[ 55840 169056],55840,169056,50176,50176,0
4183,Group_0_Name_3,[ 55840 169280],55840,169280,50176,50176,0
4184,Group_0_Name_3,[ 55840 169504],55840,169504,45549,50176,4627
4185,Group_0_Name_3,[ 55840 169728],55840,169728,4438,50176,45738
4296,Group_0_Name_3,[ 56064 168832],56064,168832,28972,50176,21204
4297,Group_0_Name_3,[ 56064 169056],56064,169056,50176,50176,0
4298,Group_0_Name_3,[ 56064 169280],56064,169280,50176,50176,0
4299,Group_0_Name_3,[ 56064 169504],56064,169504,50176,50176,0
4300,Group_0_Name_3,[ 56064 169728],56064,169728,42108,50176,8068
4417,Group_0_Name_3,[ 56288 168832],56288,168832,46167,50176,4009
4418,Group_0_Name_3,[ 56288 169056],56288,169056,50176,50176,0
4419,Group_0_Name_3,[ 56288 169280],56288,169280,50176,50176,0
4420,Group_0_Name_3,[ 56288 169504],56288,169504,41496,50176,8680
4421,Group_0_Name_3,[ 56288 169728],56288,169728,7533,50176,42643
4540,Group_0_Name_3,[ 56512 168832],56512,168832,25128,50176,25048
4541,Group_0_Name_3,[ 56512 169056],56512,169056,45603,50176,4573
4542,Group_0_Name_3,[ 56512 169280],56512,169280,20441,50176,29735
4543,Group_0_Name_3,[ 56512 169504],56512,169504,1107,50176,49069
4814,Group_0_Name_2,[ 56960 170848],56960,170848,2761,50176,47415
4815,Group_0_Name_2,[ 56960 171072],56960,171072,1016,50176,49160
4955,Group_0_Name_2,[ 57184 170848],57184,170848,20471,50176,29705
4956,Group_0_Name_2,[ 57184 171072],57184,171072,45426,50176,4750
4957,Group_0_Name_2,[ 57184 171296],57184,171296,24160,50176,26016
4958,Group_0_Name_2,[ 57184 171520],57184,171520,2018,50176,48158
5098,Group_0_Name_2,[ 57408 171072],57408,171072,11390,50176,38786
5099,Group_0_Name_2,[ 57408 171296],57408,171296,37076,50176,13100
5100,Group_0_Name_2,[ 57408 171520],57408,171520,46336,50176,3840
5101,Group_0_Name_2,[ 57408 171744],57408,171744,24680,50176,25496
5102,Group_0_Name_2,[ 57408 171968],57408,171968,140,50176,50036
5245,Group_0_Name_2,[ 57632 171296],57632,171296,588,50176,49588
5246,Group_0_Name_2,[ 57632 171520],57632,171520,23407,50176,26769
5247,Group_0_Name_2,[ 57632 171744],57632,171744,47096,50176,3080
5248,Group_0_Name_1,[ 57632 171968],57632,171968,1696,50176,48480
5248,Group_0_Name_2,[ 57632 171968],57632,171968,10198,50176,39978
5249,Group_0_Name_1,[ 57632 172192],57632,172192,2437,50176,47739
5397,Group_0_Name_2,[ 57856 171744],57856,171744,20,50176,50156
5398,Group_0_Name_1,[ 57856 171968],57856,171968,35315,50176,14861
5399,Group_0_Name_1,[ 57856 172192],57856,172192,45527,50176,4649
5400,Group_0_Name_1,[ 57856 172416],57856,172416,3624,50176,46552
5552,Group_0_Name_1,[ 58080 171968],58080,171968,33489,50176,16687
5553,Group_0_Name_1,[ 58080 172192],58080,172192,50176,50176,0
5554,Group_0_Name_1,[ 58080 172416],58080,172416,31096,50176,19080
5555,Group_0_Name_1,[ 58080 172640],58080,172640,49,50176,50127
5707,Group_0_Name_1,[ 58304 171968],58304,171968,2454,50176,47722
5708,Group_0_Name_1,[ 58304 172192],58304,172192,25194,50176,24982
5709,Group_0_Name_1,[ 58304 172416],58304,172416,50148,50176,28
5710,Group_0_Name_1,[ 58304 172640],58304,172640,37665,50176,12511
5711,Group_0_Name_1,[ 58304 172864],58304,172864,2812,50176,47364
5870,Group_0_Name_1,[ 58528 172416],58528,172416,23293,50176,26883
5871,Group_0_Name_1,[ 58528 172640],58528,172640,49891,50176,285
5872,Group_0_Name_1,[ 58528 172864],58528,172864,37561,50176,12615
5873,Group_0_Name_1,[ 58528 173088],58528,173088,6854,50176,43322
6037,Group_0_Name_1,[ 58752 172640],58752,172640,15653,50176,34523
6038,Group_0_Name_1,[ 58752 172864],58752,172864,48129,50176,2047
6039,Group_0_Name_1,[ 58752 173088],58752,173088,48156,50176,2020
6040,Group_0_Name_1,[ 58752 173312],58752,173312,26289,50176,23887
6041,Group_0_Name_1,[ 58752 173536],58752,173536,1038,50176,49138
6207,Group_0_Name_1,[ 58976 172864],58976,172864,12175,50176,38001
6208,Group_0_Name_1,[ 58976 173088],58976,173088,49246,50176,930
6209,Group_0_Name_1,[ 58976 173312],58976,173312,50176,50176,0
6210,Group_0_Name_1,[ 58976 173536],58976,173536,39045,50176,11131
6211,Group_0_Name_1,[ 58976 173760],58976,173760,4337,50176,45839
6380,Group_0_Name_1,[ 59200 173088],59200,173088,12833,50176,37343
6381,Group_0_Name_1,[ 59200 173312],59200,173312,44215,50176,5961
6382,Group_0_Name_1,[ 59200 173536],59200,173536,50176,50176,0
6383,Group_0_Name_1,[ 59200 173760],59200,173760,39566,50176,10610
6384,Group_0_Name_1,[ 59200 173984],59200,173984,270,50176,49906
6560,Group_0_Name_1,[ 59424 173312],59424,173312,1336,50176,48840
6561,Group_0_Name_1,[ 59424 173536],59424,173536,19601,50176,30575
6562,Group_0_Name_1,[ 59424 173760],59424,173760,37169,50176,13007
6563,Group_0_Name_1,[ 59424 173984],59424,173984,3734,50176,46442
7497,Group_0_Name_0,[ 60544 175776],60544,175776,23913,50176,26263
7498,Group_0_Name_0,[ 60544 176000],60544,176000,16294,50176,33882
7499,Group_0_Name_0,[ 60544 176224],60544,176224,831,50176,49345
7688,Group_0_Name_0,[ 60768 175776],60768,175776,14790,50176,35386
7689,Group_0_Name_0,[ 60768 176000],60768,176000,47007,50176,3169
7690,Group_0_Name_0,[ 60768 176224],60768,176224,32560,50176,17616
7884,Group_0_Name_0,[ 60992 176000],60992,176000,7482,50176,42694
7885,Group_0_Name_0,[ 60992 176224],60992,176224,28817,50176,21359
7886,Group_0_Name_0,[ 60992 176448],60992,176448,13,50176,50163
