patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
1614,Group_0_Name_13,[ 22080 172768],22080,172768,16549,50176,33627
1615,Group_0_Name_13,[ 22080 172992],22080,172992,32066,50176,18110
1616,Group_0_Name_13,[ 22080 173216],22080,173216,26006,50176,24170
1617,Group_0_Name_13,[ 22080 173440],22080,173440,14013,50176,36163
1618,Group_0_Name_13,[ 22080 173664],22080,173664,1749,50176,48427
1676,Group_0_Name_13,[ 22304 172768],22304,172768,29225,50176,20951
1677,Group_0_Name_13,[ 22304 172992],22304,172992,50176,50176,0
1678,Group_0_Name_13,[ 22304 173216],22304,173216,50176,50176,0
1679,Group_0_Name_13,[ 22304 173440],22304,173440,50176,50176,0
1680,Group_0_Name_13,[ 22304 173664],22304,173664,41594,50176,8582
1681,Group_0_Name_13,[ 22304 173888],22304,173888,179,50176,49997
1738,Group_0_Name_13,[ 22528 172768],22528,172768,26525,50176,23651
1739,Group_0_Name_13,[ 22528 172992],22528,172992,50176,50176,0
1740,Group_0_Name_13,[ 22528 173216],22528,173216,50176,50176,0
1741,Group_0_Name_13,[ 22528 173440],22528,173440,50176,50176,0
1742,Group_0_Name_13,[ 22528 173664],22528,173664,50176,50176,0
1743,Group_0_Name_13,[ 22528 173888],22528,173888,14623,50176,35553
1745,Group_0_Name_13,[ 22528 174336],22528,174336,16631,50176,33545
1746,Group_0_Name_13,[ 22528 174560],22528,174560,47186,50176,2990
1747,Group_0_Name_13,[ 22528 174784],22528,174784,16682,50176,33494
1798,Group_0_Name_13,[ 22752 172544],22752,172544,568,50176,49608
1799,Group_0_Name_13,[ 22752 172768],22752,172768,47054,50176,3122
1800,Group_0_Name_13,[ 22752 172992],22752,172992,50176,50176,0
1801,Group_0_Name_13,[ 22752 173216],22752,173216,50176,50176,0
1802,Group_0_Name_13,[ 22752 173440],22752,173440,50176,50176,0
1803,Group_0_Name_13,[ 22752 173664],22752,173664,50176,50176,0
1804,Group_0_Name_13,[ 22752 173888],22752,173888,46926,50176,3250
1805,Group_0_Name_13,[ 22752 174112],22752,174112,32257,50176,17919
1806,Group_0_Name_13,[ 22752 174336],22752,174336,48279,50176,1897
1807,Group_0_Name_13,[ 22752 174560],22752,174560,50176,50176,0
1808,Group_0_Name_13,[ 22752 174784],22752,174784,49881,50176,295
1809,Group_0_Name_13,[ 22752 175008],22752,175008,16191,50176,33985
1860,Group_0_Name_13,[ 22976 172768],22976,172768,23291,50176,26885
1861,Group_0_Name_13,[ 22976 172992],22976,172992,50176,50176,0
1862,Group_0_Name_13,[ 22976 173216],22976,173216,50176,50176,0
1863,Group_0_Name_13,[ 22976 173440],22976,173440,50176,50176,0
1864,Group_0_Name_13,[ 22976 173664],22976,173664,50176,50176,0
1865,Group_0_Name_13,[ 22976 173888],22976,173888,50176,50176,0
1866,Group_0_Name_13,[ 22976 174112],22976,174112,50176,50176,0
1867,Group_0_Name_13,[ 22976 174336],22976,174336,50176,50176,0
1868,Group_0_Name_13,[ 22976 174560],22976,174560,50176,50176,0
1869,Group_0_Name_13,[ 22976 174784],22976,174784,50176,50176,0
1870,Group_0_Name_13,[ 22976 175008],22976,175008,29828,50176,20348
1920,Group_0_Name_13,[ 23200 172768],23200,172768,17332,50176,32844
1921,Group_0_Name_13,[ 23200 172992],23200,172992,50176,50176,0
1922,Group_0_Name_13,[ 23200 173216],23200,173216,50176,50176,0
1923,Group_0_Name_13,[ 23200 173440],23200,173440,50176,50176,0
1924,Group_0_Name_13,[ 23200 173664],23200,173664,50176,50176,0
1925,Group_0_Name_13,[ 23200 173888],23200,173888,50176,50176,0
1926,Group_0_Name_13,[ 23200 174112],23200,174112,50176,50176,0
1927,Group_0_Name_13,[ 23200 174336],23200,174336,50176,50176,0
1928,Group_0_Name_13,[ 23200 174560],23200,174560,50176,50176,0
1929,Group_0_Name_13,[ 23200 174784],23200,174784,50176,50176,0
1930,Group_0_Name_13,[ 23200 175008],23200,175008,28584,50176,21592
1980,Group_0_Name_13,[ 23424 172768],23424,172768,29812,50176,20364
1981,Group_0_Name_13,[ 23424 172992],23424,172992,50176,50176,0
1982,Group_0_Name_13,[ 23424 173216],23424,173216,50176,50176,0
1983,Group_0_Name_13,[ 23424 173440],23424,173440,50176,50176,0
1984,Group_0_Name_13,[ 23424 173664],23424,173664,50176,50176,0
1985,Group_0_Name_13,[ 23424 173888],23424,173888,50176,50176,0
1986,Group_0_Name_13,[ 23424 174112],23424,174112,50176,50176,0
1987,Group_0_Name_13,[ 23424 174336],23424,174336,50176,50176,0
1988,Group_0_Name_13,[ 23424 174560],23424,174560,50174,50176,2
1989,Group_0_Name_13,[ 23424 174784],23424,174784,40548,50176,9628
1990,Group_0_Name_13,[ 23424 175008],23424,175008,21442,50176,28734
2040,Group_0_Name_13,[ 23648 172768],23648,172768,3693,50176,46483
2041,Group_0_Name_13,[ 23648 172992],23648,172992,27799,50176,22377
2042,Group_0_Name_13,[ 23648 173216],23648,173216,50176,50176,0
2043,Group_0_Name_13,[ 23648 173440],23648,173440,50176,50176,0
2044,Group_0_Name_13,[ 23648 173664],23648,173664,50176,50176,0
2045,Group_0_Name_13,[ 23648 173888],23648,173888,50176,50176,0
2046,Group_0_Name_13,[ 23648 174112],23648,174112,50176,50176,0
2047,Group_0_Name_13,[ 23648 174336],23648,174336,50176,50176,0
2048,Group_0_Name_13,[ 23648 174560],23648,174560,36736,50176,13440
2101,Group_0_Name_13,[ 23872 172992],23872,172992,283,50176,49893
2102,Group_0_Name_13,[ 23872 173216],23872,173216,47625,50176,2551
2103,Group_0_Name_13,[ 23872 173440],23872,173440,50176,50176,0
2104,Group_0_Name_13,[ 23872 173664],23872,173664,50176,50176,0
2105,Group_0_Name_13,[ 23872 173888],23872,173888,50176,50176,0
2106,Group_0_Name_13,[ 23872 174112],23872,174112,50176,50176,0
2107,Group_0_Name_13,[ 23872 174336],23872,174336,40213,50176,9963
2108,Group_0_Name_13,[ 23872 174560],23872,174560,7870,50176,42306
2162,Group_0_Name_13,[ 24096 172992],24096,172992,17366,50176,32810
2163,Group_0_Name_13,[ 24096 173216],24096,173216,50176,50176,0
2164,Group_0_Name_13,[ 24096 173440],24096,173440,50176,50176,0
