patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
10708,Group_0_Name_11,[ 31360 157440],31360,157440,1005,50176,49171
10709,Group_0_Name_11,[ 31360 157664],31360,157664,13997,50176,36179
10710,Group_0_Name_11,[ 31360 157888],31360,157888,26804,50176,23372
10711,Group_0_Name_11,[ 31360 158112],31360,158112,41638,50176,8538
10712,Group_0_Name_11,[ 31360 158336],31360,158336,28933,50176,21243
10713,Group_0_Name_11,[ 31360 158560],31360,158560,3243,50176,46933
10813,Group_0_Name_11,[ 31584 157216],31584,157216,584,50176,49592
10814,Group_0_Name_11,[ 31584 157440],31584,157440,36971,50176,13205
10815,Group_0_Name_11,[ 31584 157664],31584,157664,50176,50176,0
10816,Group_0_Name_11,[ 31584 157888],31584,157888,50176,50176,0
10817,Group_0_Name_11,[ 31584 158112],31584,158112,50176,50176,0
10818,Group_0_Name_11,[ 31584 158336],31584,158336,50176,50176,0
10819,Group_0_Name_11,[ 31584 158560],31584,158560,31208,50176,18968
10916,Group_0_Name_11,[ 31808 157216],31808,157216,20344,50176,29832
10917,Group_0_Name_11,[ 31808 157440],31808,157440,50176,50176,0
10918,Group_0_Name_11,[ 31808 157664],31808,157664,50176,50176,0
10919,Group_0_Name_11,[ 31808 157888],31808,157888,50176,50176,0
10920,Group_0_Name_11,[ 31808 158112],31808,158112,50176,50176,0
10921,Group_0_Name_11,[ 31808 158336],31808,158336,50176,50176,0
10922,Group_0_Name_11,[ 31808 158560],31808,158560,50011,50176,165
10923,Group_0_Name_11,[ 31808 158784],31808,158784,29112,50176,21064
10924,Group_0_Name_11,[ 31808 159008],31808,159008,1181,50176,48995
11018,Group_0_Name_11,[ 32032 156992],32032,156992,6610,50176,43566
11019,Group_0_Name_11,[ 32032 157216],32032,157216,47111,50176,3065
11020,Group_0_Name_11,[ 32032 157440],32032,157440,50176,50176,0
11021,Group_0_Name_11,[ 32032 157664],32032,157664,50176,50176,0
11022,Group_0_Name_11,[ 32032 157888],32032,157888,50176,50176,0
11023,Group_0_Name_11,[ 32032 158112],32032,158112,50176,50176,0
11024,Group_0_Name_11,[ 32032 158336],32032,158336,50176,50176,0
11025,Group_0_Name_11,[ 32032 158560],32032,158560,50176,50176,0
11026,Group_0_Name_11,[ 32032 158784],32032,158784,50176,50176,0
11027,Group_0_Name_11,[ 32032 159008],32032,159008,24603,50176,25573
11124,Group_0_Name_11,[ 32256 156992],32256,156992,30404,50176,19772
11125,Group_0_Name_11,[ 32256 157216],32256,157216,50176,50176,0
11126,Group_0_Name_11,[ 32256 157440],32256,157440,50176,50176,0
11127,Group_0_Name_11,[ 32256 157664],32256,157664,50176,50176,0
11128,Group_0_Name_11,[ 32256 157888],32256,157888,50176,50176,0
11129,Group_0_Name_11,[ 32256 158112],32256,158112,50176,50176,0
11130,Group_0_Name_11,[ 32256 158336],32256,158336,50176,50176,0
11131,Group_0_Name_11,[ 32256 158560],32256,158560,50176,50176,0
11132,Group_0_Name_11,[ 32256 158784],32256,158784,50176,50176,0
