patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
4331,Group_0_Name_0,[48192 98752],48192,98752,21982,65536,43554
4332,Group_0_Name_0,[48192 99008],48192,99008,12958,65536,52578
4484,Group_0_Name_0,[48448 98752],48448,98752,33126,65536,32410
4485,Group_0_Name_0,[48448 99008],48448,99008,52205,65536,13331
4486,Group_0_Name_0,[48448 99264],48448,99264,28128,65536,37408
4487,Group_0_Name_0,[48448 99520],48448,99520,18425,65536,47111
4489,Group_0_Name_1,[ 48448 100032],48448,100032,331,65536,65205
4490,Group_0_Name_1,[ 48448 100288],48448,100288,20428,65536,45108
4632,Group_0_Name_0,[48704 98752],48704,98752,34800,65536,30736
4633,Group_0_Name_0,[48704 99008],48704,99008,65536,65536,0
4634,Group_0_Name_0,[48704 99264],48704,99264,65536,65536,0
4635,Group_0_Name_0,[48704 99520],48704,99520,65518,65536,18
4636,Group_0_Name_0,[48704 99776],48704,99776,47213,65536,18323
4637,Group_0_Name_0,[ 48704 100032],48704,100032,9652,65536,55884
4637,Group_0_Name_1,[ 48704 100032],48704,100032,216,65536,65320
4638,Group_0_Name_1,[ 48704 100288],48704,100288,10086,65536,55450
4773,Group_0_Name_0,[48960 98752],48960,98752,23130,65536,42406
4774,Group_0_Name_0,[48960 99008],48960,99008,65536,65536,0
4775,Group_0_Name_0,[48960 99264],48960,99264,65536,65536,0
4776,Group_0_Name_0,[48960 99520],48960,99520,59995,65536,5541
4777,Group_0_Name_0,[48960 99776],48960,99776,5662,65536,59874
4913,Group_0_Name_0,[49216 98752],49216,98752,9086,65536,56450
4914,Group_0_Name_0,[49216 99008],49216,99008,64857,65536,679
4915,Group_0_Name_0,[49216 99264],49216,99264,65536,65536,0
4916,Group_0_Name_0,[49216 99520],49216,99520,32439,65536,33097
4917,Group_0_Name_2,[49216 99776],49216,99776,34209,65536,31327
4918,Group_0_Name_2,[ 49216 100032],49216,100032,4205,65536,61331
5056,Group_0_Name_0,[49472 98752],49472,98752,19236,65536,46300
5057,Group_0_Name_0,[49472 99008],49472,99008,65536,65536,0
5058,Group_0_Name_0,[49472 99264],49472,99264,63965,65536,1571
5059,Group_0_Name_0,[49472 99520],49472,99520,27086,65536,38450
5207,Group_0_Name_0,[49728 98752],49728,98752,4192,65536,61344
5208,Group_0_Name_0,[49728 99008],49728,99008,34402,65536,31134
5209,Group_0_Name_0,[49728 99264],49728,99264,62184,65536,3352
5210,Group_0_Name_0,[49728 99520],49728,99520,4477,65536,61059
5363,Group_0_Name_0,[49984 99264],49984,99264,27658,65536,37878
5364,Group_0_Name_0,[49984 99520],49984,99520,913,65536,64623
