patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
10726,Group_1_Name_3,[ 43648 110336],43648,110336,3684,65536,61852
10727,Group_1_Name_3,[ 43648 110592],43648,110592,2263,65536,63273
10809,Group_1_Name_3,[ 43904 109824],43904,109824,14995,65536,50541
10810,Group_1_Name_3,[ 43904 110080],43904,110080,11533,65536,54003
10811,Group_1_Name_3,[ 43904 110336],43904,110336,57677,65536,7859
10812,Group_1_Name_3,[ 43904 110592],43904,110592,32565,65536,32971
10876,Group_1_Name_2,[ 44160 108288],44160,108288,24346,65536,41190
10877,Group_1_Name_2,[ 44160 108544],44160,108544,43288,65536,22248
10878,Group_1_Name_2,[ 44160 108800],44160,108800,10309,65536,55227
10880,Group_1_Name_3,[ 44160 109312],44160,109312,17530,65536,48006
10881,Group_1_Name_3,[ 44160 109568],44160,109568,47589,65536,17947
10882,Group_1_Name_3,[ 44160 109824],44160,109824,53070,65536,12466
10883,Group_1_Name_3,[ 44160 110080],44160,110080,65468,65536,68
10884,Group_1_Name_3,[ 44160 110336],44160,110336,65536,65536,0
10885,Group_1_Name_3,[ 44160 110592],44160,110592,53235,65536,12301
10940,Group_1_Name_2,[ 44416 107776],44416,107776,696,65536,64840
10941,Group_1_Name_2,[ 44416 108032],44416,108032,27261,65536,38275
10942,Group_1_Name_2,[ 44416 108288],44416,108288,64432,65536,1104
10943,Group_1_Name_2,[ 44416 108544],44416,108544,65536,65536,0
10944,Group_1_Name_2,[ 44416 108800],44416,108800,65457,65536,79
10945,Group_1_Name_2,[ 44416 109056],44416,109056,14186,65536,51350
10945,Group_1_Name_3,[ 44416 109056],44416,109056,296,65536,65240
10946,Group_1_Name_3,[ 44416 109312],44416,109312,33470,65536,32066
10947,Group_1_Name_3,[ 44416 109568],44416,109568,59363,65536,6173
10948,Group_1_Name_3,[ 44416 109824],44416,109824,65536,65536,0
10949,Group_1_Name_3,[ 44416 110080],44416,110080,65536,65536,0
10949,Group_2_Name_147,[ 44416 110080],44416,110080,6330,65536,59206
10950,Group_1_Name_3,[ 44416 110336],44416,110336,65536,65536,0
10951,Group_1_Name_3,[ 44416 110592],44416,110592,49703,65536,15833
11008,Group_1_Name_2,[ 44672 107520],44672,107520,31021,65536,34515
11009,Group_1_Name_2,[ 44672 107776],44672,107776,57256,65536,8280
11010,Group_1_Name_2,[ 44672 108032],44672,108032,65536,65536,0
11011,Group_1_Name_2,[ 44672 108288],44672,108288,65536,65536,0
