patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
15850,Group_0_Name_0,[ 46400 102272],46400,102272,6679,65536,58857
15851,Group_0_Name_0,[ 46400 102528],46400,102528,42036,65536,23500
15852,Group_0_Name_0,[ 46400 102784],46400,102784,16121,65536,49415
15887,Group_0_Name_0,[ 46656 102272],46656,102272,9408,65536,56128
15888,Group_0_Name_0,[ 46656 102528],46656,102528,59795,65536,5741
15889,Group_0_Name_0,[ 46656 102784],46656,102784,46484,65536,19052
15890,Group_0_Name_0,[ 46656 103040],46656,103040,19437,65536,46099
15891,Group_0_Name_0,[ 46656 103296],46656,103296,18907,65536,46629
15892,Group_0_Name_0,[ 46656 103552],46656,103552,3796,65536,61740
15893,Group_0_Name_0,[ 46656 103808],46656,103808,66,65536,65470
15924,Group_0_Name_0,[ 46912 102528],46912,102528,6592,65536,58944
15925,Group_0_Name_0,[ 46912 102784],46912,102784,65536,65536,0
15926,Group_0_Name_0,[ 46912 103040],46912,103040,65536,65536,0
15927,Group_0_Name_0,[ 46912 103296],46912,103296,65509,65536,27
15928,Group_0_Name_0,[ 46912 103552],46912,103552,65536,65536,0
15929,Group_0_Name_0,[ 46912 103808],46912,103808,40162,65536,25374
15930,Group_0_Name_0,[ 46912 104064],46912,104064,14575,65536,50961
15931,Group_0_Name_0,[ 46912 104320],46912,104320,11257,65536,54279
15953,Group_0_Name_0,[ 47168 102528],47168,102528,51,65536,65485
15954,Group_0_Name_0,[ 47168 102784],47168,102784,26703,65536,38833
15955,Group_0_Name_0,[ 47168 103040],47168,103040,36381,65536,29155
15956,Group_0_Name_0,[ 47168 103296],47168,103296,63631,65536,1905
15957,Group_0_Name_0,[ 47168 103552],47168,103552,65536,65536,0
15958,Group_0_Name_0,[ 47168 103808],47168,103808,65536,65536,0
15959,Group_0_Name_0,[ 47168 104064],47168,104064,54483,65536,11053
15960,Group_0_Name_0,[ 47168 104320],47168,104320,44889,65536,20647
15961,Group_0_Name_0,[ 47168 104576],47168,104576,7184,65536,58352
15978,Group_0_Name_0,[ 47424 103296],47424,103296,289,65536,65247
15979,Group_0_Name_0,[ 47424 103552],47424,103552,8228,65536,57308
15980,Group_0_Name_0,[ 47424 103808],47424,103808,27493,65536,38043
15981,Group_0_Name_0,[ 47424 104064],47424,104064,2904,65536,62632
