patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
1898,Group_0_Name_2,[57536 97728],57536,97728,3681,65536,61855
1899,Group_0_Name_2,[57536 97984],57536,97984,49868,65536,15668
1900,Group_0_Name_2,[57536 98240],57536,98240,16,65536,65520
1960,Group_0_Name_2,[57792 97472],57792,97472,6,65536,65530
1961,Group_0_Name_2,[57792 97728],57792,97728,34028,65536,31508
1962,Group_0_Name_2,[57792 97984],57792,97984,64797,65536,739
1963,Group_0_Name_2,[57792 98240],57792,98240,163,65536,65373
2019,Group_0_Name_2,[58048 97472],58048,97472,28681,65536,36855
2020,Group_0_Name_2,[58048 97728],58048,97728,65536,65536,0
2021,Group_0_Name_2,[58048 97984],58048,97984,60228,65536,5308
2079,Group_0_Name_2,[58304 96960],58304,96960,73,65536,65463
2080,Group_0_Name_2,[58304 97216],58304,97216,29514,65536,36022
2081,Group_0_Name_2,[58304 97472],58304,97472,64167,65536,1369
2082,Group_0_Name_2,[58304 97728],58304,97728,65536,65536,0
2083,Group_0_Name_2,[58304 97984],58304,97984,64711,65536,825
2084,Group_0_Name_2,[58304 98240],58304,98240,9211,65536,56325
2149,Group_0_Name_2,[58560 96448],58560,96448,4339,65536,61197
2150,Group_0_Name_2,[58560 96704],58560,96704,33994,65536,31542
2151,Group_0_Name_2,[58560 96960],58560,96960,51509,65536,14027
2152,Group_0_Name_2,[58560 97216],58560,97216,65536,65536,0
2153,Group_0_Name_2,[58560 97472],58560,97472,65536,65536,0
2154,Group_0_Name_2,[58560 97728],58560,97728,65536,65536,0
2155,Group_0_Name_2,[58560 97984],58560,97984,65536,65536,0
2156,Group_0_Name_2,[58560 98240],58560,98240,49650,65536,15886
2157,Group_0_Name_2,[58560 98496],58560,98496,61,65536,65475
2213,Group_0_Name_2,[58816 96192],58816,96192,19059,65536,46477
2214,Group_0_Name_2,[58816 96448],58816,96448,59692,65536,5844
2215,Group_0_Name_2,[58816 96704],58816,96704,65536,65536,0
2216,Group_0_Name_2,[58816 96960],58816,96960,65536,65536,0
2217,Group_0_Name_2,[58816 97216],58816,97216,65536,65536,0
2218,Group_0_Name_2,[58816 97472],58816,97472,65536,65536,0
2219,Group_0_Name_2,[58816 97728],58816,97728,65536,65536,0
2220,Group_0_Name_2,[58816 97984],58816,97984,65358,65536,178
2221,Group_0_Name_2,[58816 98240],58816,98240,63460,65536,2076
2222,Group_0_Name_2,[58816 98496],58816,98496,3182,65536,62354
2278,Group_0_Name_2,[59072 95936],59072,95936,7681,65536,57855
2279,Group_0_Name_2,[59072 96192],59072,96192,63967,65536,1569
2280,Group_0_Name_2,[59072 96448],59072,96448,65536,65536,0
2281,Group_0_Name_2,[59072 96704],59072,96704,65536,65536,0
2282,Group_0_Name_2,[59072 96960],59072,96960,65536,65536,0
2283,Group_0_Name_2,[59072 97216],59072,97216,65536,65536,0
2284,Group_0_Name_2,[59072 97472],59072,97472,65536,65536,0
2285,Group_0_Name_2,[59072 97728],59072,97728,53228,65536,12308
2286,Group_0_Name_2,[59072 97984],59072,97984,5471,65536,60065
2287,Group_0_Name_2,[59072 98240],59072,98240,2865,65536,62671
2343,Group_0_Name_2,[59328 95936],59328,95936,21973,65536,43563
2344,Group_0_Name_2,[59328 96192],59328,96192,65536,65536,0
2345,Group_0_Name_2,[59328 96448],59328,96448,65536,65536,0
2346,Group_0_Name_2,[59328 96704],59328,96704,63356,65536,2180
2347,Group_0_Name_2,[59328 96960],59328,96960,63167,65536,2369
2348,Group_0_Name_2,[59328 97216],59328,97216,49124,65536,16412
2349,Group_0_Name_2,[59328 97472],59328,97472,39017,65536,26519
2350,Group_0_Name_2,[59328 97728],59328,97728,7691,65536,57845
2410,Group_0_Name_2,[59584 95936],59584,95936,34162,65536,31374
2411,Group_0_Name_2,[59584 96192],59584,96192,65536,65536,0
2412,Group_0_Name_2,[59584 96448],59584,96448,44542,65536,20994
2413,Group_0_Name_2,[59584 96704],59584,96704,14869,65536,50667
2414,Group_0_Name_2,[59584 96960],59584,96960,2617,65536,62919
2415,Group_0_Name_2,[59584 97216],59584,97216,1,65536,65535
2480,Group_0_Name_2,[59840 95936],59840,95936,43659,65536,21877
