patch_id,annotation_name,patch_top_left,patch_top_left_x,patch_top_left_y,ill_cells_area,patch_area,not_ill_area
53262,Group_0_Name_11,[64704 62080],64704,62080,23667,65536,41869
53263,Group_0_Name_11,[64704 62336],64704,62336,11742,65536,53794
53271,Group_0_Name_13,[64704 64384],64704,64384,10096,65536,55440
53272,Group_0_Name_13,[64704 64640],64704,64640,24065,65536,41471
53456,Group_0_Name_14,[64960 60800],64960,60800,2593,65536,62943
53461,Group_0_Name_0,[64960 62080],64960,62080,11244,65536,54292
53461,Group_0_Name_11,[64960 62080],64960,62080,2817,65536,62719
53462,Group_0_Name_0,[64960 62336],64960,62336,34,65536,65502
53462,Group_0_Name_11,[64960 62336],64960,62336,5383,65536,60153
53465,Group_0_Name_0,[64960 63104],64960,63104,5096,65536,60440
53466,Group_0_Name_0,[64960 63360],64960,63360,39919,65536,25617
53467,Group_0_Name_0,[64960 63616],64960,63616,12989,65536,52547
53470,Group_0_Name_13,[64960 64384],64960,64384,19551,65536,45985
53471,Group_0_Name_13,[64960 64640],64960,64640,47209,65536,18327
53472,Group_0_Name_13,[64960 64896],64960,64896,1061,65536,64475
53654,Group_0_Name_14,[65216 60800],65216,60800,34901,65536,30635
53656,Group_0_Name_0,[65216 61312],65216,61312,907,65536,64629
53657,Group_0_Name_0,[65216 61568],65216,61568,12749,65536,52787
53658,Group_0_Name_0,[65216 61824],65216,61824,8365,65536,57171
53659,Group_0_Name_0,[65216 62080],65216,62080,47808,65536,17728
53660,Group_0_Name_0,[65216 62336],65216,62336,41470,65536,24066
53661,Group_0_Name_0,[65216 62592],65216,62592,11167,65536,54369
53662,Group_0_Name_0,[65216 62848],65216,62848,27578,65536,37958
53663,Group_0_Name_0,[65216 63104],65216,63104,19538,65536,45998
53664,Group_0_Name_0,[65216 63360],65216,63360,54117,65536,11419
53665,Group_0_Name_0,[65216 63616],65216,63616,8271,65536,57265
53668,Group_0_Name_13,[65216 64384],65216,64384,12502,65536,53034
53669,Group_0_Name_13,[65216 64640],65216,64640,51798,65536,13738
53670,Group_0_Name_13,[65216 64896],65216,64896,28978,65536,36558
53671,Group_0_Name_0,[65216 65152],65216,65152,230,65536,65306
53851,Group_0_Name_0,[65472 60544],65472,60544,24346,65536,41190
53852,Group_0_Name_0,[65472 60800],65472,60800,14414,65536,51122
53852,Group_0_Name_14,[65472 60800],65472,60800,577,65536,64959
53853,Group_0_Name_0,[65472 61056],65472,61056,30465,65536,35071
53854,Group_0_Name_0,[65472 61312],65472,61312,61271,65536,4265
53855,Group_0_Name_0,[65472 61568],65472,61568,42681,65536,22855
53856,Group_0_Name_0,[65472 61824],65472,61824,55917,65536,9619
53857,Group_0_Name_0,[65472 62080],65472,62080,56737,65536,8799
53858,Group_0_Name_0,[65472 62336],65472,62336,59780,65536,5756
53859,Group_0_Name_0,[65472 62592],65472,62592,59999,65536,5537
53860,Group_0_Name_0,[65472 62848],65472,62848,25835,65536,39701
53861,Group_0_Name_0,[65472 63104],65472,63104,32065,65536,33471
53862,Group_0_Name_0,[65472 63360],65472,63360,43090,65536,22446
53866,Group_0_Name_13,[65472 64384],65472,64384,22095,65536,43441
53867,Group_0_Name_13,[65472 64640],65472,64640,27598,65536,37938
53868,Group_0_Name_0,[65472 64896],65472,64896,32213,65536,33323
53868,Group_0_Name_13,[65472 64896],65472,64896,3035,65536,62501
53869,Group_0_Name_0,[65472 65152],65472,65152,62319,65536,3217
53870,Group_0_Name_0,[65472 65408],65472,65408,15681,65536,49855
54041,Group_0_Name_12,[65728 59008],65728,59008,3588,65536,61948
54042,Group_0_Name_12,[65728 59264],65728,59264,9088,65536,56448
54047,Group_0_Name_0,[65728 60544],65728,60544,13763,65536,51773
54048,Group_0_Name_0,[65728 60800],65728,60800,51506,65536,14030
54049,Group_0_Name_0,[65728 61056],65728,61056,49132,65536,16404
54050,Group_0_Name_0,[65728 61312],65728,61312,55954,65536,9582
54051,Group_0_Name_0,[65728 61568],65728,61568,63629,65536,1907
54052,Group_0_Name_0,[65728 61824],65728,61824,65536,65536,0
54053,Group_0_Name_0,[65728 62080],65728,62080,65536,65536,0
54054,Group_0_Name_0,[65728 62336],65728,62336,65536,65536,0
54055,Group_0_Name_0,[65728 62592],65728,62592,55543,65536,9993
54056,Group_0_Name_0,[65728 62848],65728,62848,9974,65536,55562
54057,Group_0_Name_0,[65728 63104],65728,63104,59120,65536,6416
54058,Group_0_Name_0,[65728 63360],65728,63360,55790,65536,9746
54059,Group_0_Name_0,[65728 63616],65728,63616,31027,65536,34509
54060,Group_0_Name_0,[65728 63872],65728,63872,23345,65536,42191
54061,Group_0_Name_0,[65728 64128],65728,64128,12063,65536,53473
54062,Group_0_Name_0,[65728 64384],65728,64384,52480,65536,13056
54063,Group_0_Name_0,[65728 64640],65728,64640,40987,65536,24549
54064,Group_0_Name_0,[65728 64896],65728,64896,65353,65536,183
54065,Group_0_Name_0,[65728 65152],65728,65152,33559,65536,31977
54066,Group_0_Name_0,[65728 65408],65728,65408,6173,65536,59363
54066,Group_0_Name_9,[65728 65408],65728,65408,22769,65536,42767
54067,Group_0_Name_9,[65728 65664],65728,65664,19858,65536,45678
54070,Group_0_Name_8,[65728 66432],65728,66432,20979,65536,44557
54234,Group_0_Name_12,[65984 59008],65984,59008,3145,65536,62391
54235,Group_0_Name_12,[65984 59264],65984,59264,53126,65536,12410
54236,Group_0_Name_12,[65984 59520],65984,59520,12226,65536,53310
54237,Group_0_Name_0,[65984 59776],65984,59776,2057,65536,63479
54238,Group_0_Name_0,[65984 60032],65984,60032,688,65536,64848
54239,Group_0_Name_0,[65984 60288],65984,60288,4896,65536,60640
54240,Group_0_Name_0,[65984 60544],65984,60544,58458,65536,7078
54241,Group_0_Name_0,[65984 60800],65984,60800,45636,65536,19900
54242,Group_0_Name_0,[65984 61056],65984,61056,60201,65536,5335
54243,Group_0_Name_0,[65984 61312],65984,61312,12694,65536,52842
54244,Group_0_Name_0,[65984 61568],65984,61568,62620,65536,2916
54245,Group_0_Name_0,[65984 61824],65984,61824,65536,65536,0
54246,Group_0_Name_0,[65984 62080],65984,62080,65536,65536,0
54247,Group_0_Name_0,[65984 62336],65984,62336,65536,65536,0
54248,Group_0_Name_0,[65984 62592],65984,62592,65536,65536,0
54249,Group_0_Name_0,[65984 62848],65984,62848,65536,65536,0
54250,Group_0_Name_0,[65984 63104],65984,63104,65536,65536,0
54251,Group_0_Name_0,[65984 63360],65984,63360,35320,65536,30216
54252,Group_0_Name_0,[65984 63616],65984,63616,59249,65536,6287
54253,Group_0_Name_0,[65984 63872],65984,63872,65536,65536,0
54254,Group_0_Name_0,[65984 64128],65984,64128,63922,65536,1614
54255,Group_0_Name_0,[65984 64384],65984,64384,65536,65536,0
54256,Group_0_Name_0,[65984 64640],65984,64640,65270,65536,266
54257,Group_0_Name_0,[65984 64896],65984,64896,34718,65536,30818
54258,Group_0_Name_0,[65984 65152],65984,65152,431,65536,65105
54258,Group_0_Name_9,[65984 65152],65984,65152,3869,65536,61667
54259,Group_0_Name_9,[65984 65408],65984,65408,50725,65536,14811
54260,Group_0_Name_9,[65984 65664],65984,65664,20567,65536,44969
54260,Group_0_Name_10,[65984 65664],65984,65664,1429,65536,64107
54261,Group_0_Name_10,[65984 65920],65984,65920,31013,65536,34523
54263,Group_0_Name_8,[65984 66432],65984,66432,46933,65536,18603
54264,Group_0_Name_8,[65984 66688],65984,66688,13764,65536,51772
